product_id	product_name	company_name	company_country	company_type	facility_name	facility_country	facility_lat	facility_lng	facility_processes	composition	categories	certificates	characteristics	image
000266	Organic Cotton Baby Bibs	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Recycled Cotton"",100]]"	[Thermal Underwear]	[Fairtrade Cotton]		https://example.com/demo-image.jpg
000267	Soft Fleece Slippers	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Tussah Silk"",100]]"	[Cocktail Dresses]	[Nordic Swan Ecolabel, bluesign Approved, Fairtrade Cotton]		https://example.com/demo-image.jpg
000268	Bamboo Rayon Kimono Robe	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Silk"",100]]"	[Accessories]	[RWS (Responsible Wool Standard), Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000269	Natural Fiber Table Runner	Summit Mills	Sweden	Supplier	Summit Mills Facility 1	Sweden	37,9433	23,3396	[Bleaching, Quality Control & Inspection]	"[[""Recycled Nylon"",100]]"	[Laptop Bags]	[RMS (Responsible Mohair Standard), OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000270	Recycled Denim Jeans	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 1	Italy	54,2265	24,7713	[Combing]	"[[""Wool"",34],[""Linen (Flax)"",33],[""Jute"",33]]"	[Cashmere]	[GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000271	Merino Wool Crew Neck Sweater	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Hemp"",50],[""Recycled Nylon"",50]]"	[Apparel]	[Nordic Swan Ecolabel, ZDHC MRSL Compliance, OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000272	Linen Blend Dress Shirt	Urban Stitch	Canada	Supplier	Urban Stitch Facility 2	Canada	55,9318	11,5176	[Weaving]	"[[""Recycled Polyester"",34],[""Alpaca"",33],[""Mohair"",33]]"	[Kids Outerwear]	[GOTS (Global Organic Textile Standard), OCS (Organic Content Standard), Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000273	Handmade Silk Sash Belt	Urban Stitch	Canada	Supplier	Urban Stitch Facility 4	Canada	53,9255	-8,862	[Mercerization, Carding]	"[[""Linen (Flax)"",100]]"	[G-Strings]	[GOTS (Global Organic Textile Standard), RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000274	Bamboo Fabric Yoga Mat	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Cotton"",34],[""Tussah Silk"",33],[""Recycled Cotton"",33]]"	[Merino]	[bluesign Approved, RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000275	Eco Weave Reusable Straws	Summit Mills	Sweden	Supplier	Summit Mills Facility 2	Sweden	50,7404	24,107	[Washing / Scouring]	"[[""Hemp"",50],[""Cupro"",50]]"	[Wrap Dresses]	[bluesign Approved, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000276	Merino Wool Hiking Gloves	Riverstone Looms	France	Supplier	Riverstone Looms Facility 2	France	42,429	6,8353	[Stitching / Sewing, Knitting]	"[[""Polyurethane"",100]]"	[Dress Shirts]	[OEKO-TEX Standard 100, bluesign Approved, OEKO-TEX STeP]		https://example.com/demo-image.jpg
000277	Handloomed Cotton Sari Wrap	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Acetate"",34],[""Silk"",33],[""Mohair"",33]]"	[Accessories]	[CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000278	Soft Fleece Sherpa Jacket	Urban Stitch	Canada	Supplier	Urban Stitch Facility 3	Canada	41,7184	29,3424	[Bleaching]	"[[""Tussah Silk"",34],[""Bamboo Fiber"",33],[""Recycled Nylon"",33]]"	[Espadrilles]	[BCI (Better Cotton Initiative), RWS (Responsible Wool Standard), OEKO-TEX STeP]		https://example.com/demo-image.jpg
000279	Handloomed Wool Blend Scarf	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 2	Portugal	37,4218	6,3247	[Heat Setting, Bleaching]	"[[""Bamboo Fiber"",100]]"	[Maxi Dresses]	[GOTS (Global Organic Textile Standard), OCS (Organic Content Standard), RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000280	Eco Friendly Reusable Tote	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Tussah Silk"",34],[""Organic Cotton"",33],[""Nylon"",33]]"	[Bandanas]	[RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000281	Natural Cotton Baby Blanket	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Cotton"",34],[""Cupro"",33],[""Viscose"",33]]"	[Kids Outerwear]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000282	Merino Wool Thermal Socks	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 1	Italy	54,2265	24,7713	[Combing]	"[[""Organic Cotton"",100]]"	[Chinos]	[Fairtrade Cotton, OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000283	Recycled Polyester Running Shorts	EcoThreads	Spain	Supplier	EcoThreads Facility 4	Spain	36,253	28,2532	[Dyeing]	"[[""Leather"",50],[""Alpaca"",50]]"	[Boots]	[GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000284	Quick Dry Activewear Top	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Leather"",34],[""Elastane (Spandex)"",33],[""Silk"",33]]"	[Bags]	[RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000285	Wool Blend Crew Neck Sweater	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Jute"",50],[""Recycled Nylon"",50]]"	[Bomber Jackets]	[EU Ecolabel for Textiles]		https://example.com/demo-image.jpg
000286	Reusable Beeswax Cloth Bag	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Cotton"",34],[""Linen (Flax)"",33],[""Elastane (Spandex)"",33]]"	[Snow Gear]	[CmiA (Cotton made in Africa), Fairtrade Cotton, Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000287	Soft Touch Baby Socks	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Recycled Polyester"",50],[""Cotton"",50]]"	[Work Gloves]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000288	Merino Knit Fingerless Gloves	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 1	Italy	54,2265	24,7713	[Combing]	"[[""Merino Wool"",100]]"	[Polo Shirts]	[OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000289	Bamboo Charcoal Activewear Pants	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 1	Italy	54,2265	24,7713	[Combing]	"[[""Jute"",100]]"	[Security Uniforms]	[RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000290	Faux Leather Biker Jacket	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 4	Netherlands	40,86	-6,2215	[Stitching / Sewing, Mercerization, Twisting & Winding]	"[[""Jute"",100]]"	[Pleated Skirts]	[CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000291	Handloomed Wool Blanket Throw	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 4	Netherlands	40,86	-6,2215	[Stitching / Sewing, Mercerization, Twisting & Winding]	"[[""Cashmere"",100]]"	[Henleys]	[GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000292	Natural Cotton Baby Clothes	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Wool"",34],[""Bamboo Fiber"",33],[""Polyester"",33]]"	[Heels]	[Fairtrade Cotton]		https://example.com/demo-image.jpg
000293	Faux Fur Trim Parka	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Silk"",34],[""Leather"",33],[""Linen (Flax)"",33]]"	[Thongs]	[GOTS (Global Organic Textile Standard), RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000294	Quick Dry Activewear Shorts	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Elastane (Spandex)"",50],[""Cashmere"",50]]"	[Spandex]	[RDS (Responsible Down Standard), bluesign Approved, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000295	Wool Blend Cardigan Sweater	Urban Stitch	Canada	Supplier	Urban Stitch Facility 1	Canada	54,602	-6,8735	[Brushing / Raising, Nonwoven Formation]	"[[""Polyester"",34],[""Organic Cotton"",33],[""Merino Wool"",33]]"	[Heels]	[GOTS (Global Organic Textile Standard), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000296	Reusable Beeswax Cloth Napkin	EcoThreads	Spain	Supplier	EcoThreads Facility 4	Spain	36,253	28,2532	[Dyeing]	"[[""Tussah Silk"",34],[""Alpaca"",33],[""Synthetic Leather (PU Leather)"",33]]"	[Duffel Bags]	[RCS (Recycled Claim Standard), RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000297	Soft Touch Baby Clothes	Summit Mills	Sweden	Supplier	Summit Mills Facility 2	Sweden	50,7404	24,107	[Washing / Scouring]	"[[""Linen (Flax)"",100]]"	[Gilets]	[RWS (Responsible Wool Standard), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000298	Natural Fiber Area Rug	EcoThreads	Spain	Supplier	EcoThreads Facility 2	Spain	56,945	26,8897	[Weaving]	"[[""Wool"",50],[""Mohair"",50]]"	[Activewear]	[GOTS (Global Organic Textile Standard), RCS (Recycled Claim Standard), bluesign Approved]		https://example.com/demo-image.jpg
000299	Faux Leather Biker Pants	Riverstone Looms	France	Supplier	Riverstone Looms Facility 3	France	51,9069	20,668	[Fiber Preparation, Weaving, Printing]	"[[""Cotton"",100]]"	[Bras]	[CmiA (Cotton made in Africa), RMS (Responsible Mohair Standard), ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000300	Handloomed Wool Throw Blanket	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 3	United Kingdom	41,1633	6,9818	[Heat Setting, Bleaching]	"[[""Bamboo Fiber"",50],[""Recycled Cotton"",50]]"	[Sports Bras]	[EU Ecolabel for Textiles]		https://example.com/demo-image.jpg
000301	Natural Cotton Baby Dress	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 1	Netherlands	53,5321	19,9797	[Washing / Scouring, Fiber Preparation, Weaving]	"[[""Wool"",100]]"	[Chinos]	[GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000302	Merino Wool Thermal Leggings	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Linen (Flax)"",34],[""Viscose"",33],[""Cotton"",33]]"	[Trench Coats]	[Fairtrade Textile Standard, Fairtrade Cotton, RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000303	Handmade Silk Scarf Tie	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Recycled Polyester"",100]]"	[Viscose]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000304	Quick Dry Activewear Pants	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Organic Cotton"",50],[""Wool"",50]]"	[Plus Bottoms]	[Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000305	Cotton Twill Work Jacket	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Recycled Cotton"",100]]"	[Bomber Jackets]	[Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000306	Organic Cotton Qu	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Jute"",34],[""Silk"",33],[""Nylon"",33]]"	[Chinos]	[GOTS (Global Organic Textile Standard), RMS (Responsible Mohair Standard), BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000307	Merino Wool Beanie Cap	Riverstone Looms	France	Supplier	Riverstone Looms Facility 2	France	42,429	6,8353	[Stitching / Sewing, Knitting]	"[[""Recycled Cotton"",100]]"	[Sweatshirts]	[CmiA (Cotton made in Africa), Fairtrade Textile Standard, OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000308	Organic Cotton Quilt Blanket	Riverstone Looms	France	Supplier	Riverstone Looms Facility 4	France	41,8524	9,0549	[Spinning, Cutting]	"[[""Silk"",50],[""Modal"",50]]"	[Gilets]	[BCI (Better Cotton Initiative), RAS (Responsible Alpaca Standard), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000309	Faux Leather Backpack Bag	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 1	Netherlands	53,5321	19,9797	[Washing / Scouring, Fiber Preparation, Weaving]	"[[""Lyocell (TENCEL)"",100]]"	[Tube Tops]	[OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000310	Recycled Plastic Water Bottle	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 4	Italy	56,3153	-3,0709	[Heat Setting, Quality Control & Inspection, Twisting & Winding, Spinning]	"[[""Cotton"",100]]"	[Trunks]	[GOTS (Global Organic Textile Standard), RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000311	Merino Wool Crew Neck	Summit Mills	Sweden	Supplier	Summit Mills Facility 3	Sweden	47,8322	7,145	[Dyeing, Nonwoven Formation, Knitting, Mercerization]	"[[""Modal"",100]]"	[Mini Dresses]	[ZDHC MRSL Compliance, OEKO-TEX STeP]		https://example.com/demo-image.jpg
000312	Natural Fiber Rug Mat	Riverstone Looms	France	Supplier	Riverstone Looms Facility 2	France	42,429	6,8353	[Stitching / Sewing, Knitting]	"[[""Polyurethane"",34],[""Silk"",33],[""Organic Cotton"",33]]"	[Satin]	[RCS (Recycled Claim Standard), RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000313	Eco Friendly Reusable Bags	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Cotton"",100]]"	[Sports Tops]	[Nordic Swan Ecolabel, RCS (Recycled Claim Standard), RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000314	Soft Brushed Cotton Socks	Urban Stitch	Canada	Supplier	Urban Stitch Facility 1	Canada	54,602	-6,8735	[Brushing / Raising, Nonwoven Formation]	"[[""Cotton"",100]]"	[Duffel Bags]	[ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000315	Natural Dye T-Shirt Top	Urban Stitch	Canada	Supplier	Urban Stitch Facility 3	Canada	41,7184	29,3424	[Bleaching]	"[[""Wool"",100]]"	[Midi Skirts]	[Higg Product Module (Higg MSI), Fairtrade Textile Standard, OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000316	Recycled Plastic Straws	Riverstone Looms	France	Supplier	Riverstone Looms Facility 4	France	41,8524	9,0549	[Spinning, Cutting]	"[[""Polyurethane"",50],[""Cotton"",50]]"	[Shapewear]	[BCI (Better Cotton Initiative), GRS (Global Recycled Standard), CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000317	Soft Touch Fleece Hoodie	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 1	Germany	49,0419	-3,9234	[Warping, Spinning, Carding]	"[[""Recycled Nylon"",34],[""Cashmere"",33],[""Ramie"",33]]"	[Panties]	[bluesign Approved]		https://example.com/demo-image.jpg
000318	Handmade Silk Sari Dress	Urban Stitch	Canada	Supplier	Urban Stitch Facility 1	Canada	54,602	-6,8735	[Brushing / Raising, Nonwoven Formation]	"[[""Cotton"",34],[""Elastane (Spandex)"",33],[""Ramie"",33]]"	[Wedges]	[OEKO-TEX Made in Green, OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000319	Faux Leather Jacket Vest	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Viscose"",34],[""Merino Wool"",33],[""Cotton"",33]]"	[Seasonal]	[Higg Product Module (Higg MSI), RMS (Responsible Mohair Standard), CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000320	Bamboo Rayon Lounge Suit	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 1	Portugal	48,7658	20,9422	[Twisting & Winding, Mercerization]	"[[""Cotton"",100]]"	[Sleepwear]	[GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000321	Handloomed Cotton Table Runner	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 4	Netherlands	40,86	-6,2215	[Stitching / Sewing, Mercerization, Twisting & Winding]	"[[""Merino Wool"",34],[""Bamboo Fiber"",33],[""Polyester"",33]]"	[Fanny Packs]	[RDS (Responsible Down Standard), ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000322	Linen Blend Shirt Top	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Organic Cotton"",50],[""Acrylic"",50]]"	[Baby Leggings]	[OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000323	61	Riverstone Looms	France	Supplier	Riverstone Looms Facility 3	France	51,9069	20,668	[Fiber Preparation, Weaving, Printing]	"[[""Cupro"",100]]"	[Wristbands]	[RDS (Responsible Down Standard), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000324	Handloomed Alpaca Scarf Wrap	Riverstone Looms	France	Supplier	Riverstone Looms Facility 4	France	41,8524	9,0549	[Spinning, Cutting]	"[[""Linen (Flax)"",100]]"	[Robes]	[OEKO-TEX Made in Green, GOTS (Global Organic Textile Standard), Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000325	Recycled Plastic Fleece Jacket	EcoThreads	Spain	Supplier	EcoThreads Facility 4	Spain	36,253	28,2532	[Dyeing]	"[[""Cotton"",50],[""Linen (Flax)"",50]]"	[Caps]	[Higg Product Module (Higg MSI), BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000326	Silk Blend Evening Scarf	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 1	Netherlands	53,5321	19,9797	[Washing / Scouring, Fiber Preparation, Weaving]	"[[""Leather"",50],[""Alpaca"",50]]"	[Sweaters]	[RWS (Responsible Wool Standard), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000327	Recycled Denim Jean Jacket	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 4	Portugal	53,631	-8,706	[Knitting, Quality Control & Inspection]	"[[""Bamboo Fiber"",50],[""Modal"",50]]"	[Kids Shorts]	[GOTS (Global Organic Textile Standard), OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000328	Handmade Crochet Baby Booties	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Cotton"",50],[""Recycled Cotton"",50]]"	[Compression Tops]	[GRS (Global Recycled Standard), RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000329	Bamboo Socks for Men	EcoThreads	Spain	Supplier	EcoThreads Facility 3	Spain	38,7094	9,5543	[Cutting, Printing]	"[[""Linen (Flax)"",50],[""Ramie"",50]]"	[Trench Coats]	[OEKO-TEX Made in Green, GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000330	Linen Blend Summer Dress	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 4	Italy	56,3153	-3,0709	[Heat Setting, Quality Control & Inspection, Twisting & Winding, Spinning]	"[[""Wool"",50],[""Bamboo Fiber"",50]]"	[Briefs]	[Nordic Swan Ecolabel, Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
